"Classification","Year","Period","Period.Desc","Aggregate.Level","Is.Leaf.Code","Trade.Flow.Code","Trade.Flow","Reporter.Code","Reporter","Partner.Code","Partner","Commodity.Code","Commodity","Qty.Unit.Code","Netweight.kg","Trade.Value.USD","Flag"
"HS",2011,201101,"January 2011",6,1,1,"Imports",842,"United States of America",643,"Russian Federation",40510,"Dairy produce; derived from milk, butter",0,NA,3161,0
"HS",2011,201103,"March 2011",6,1,1,"Imports",842,"United States of America",643,"Russian Federation",40510,"Dairy produce; derived from milk, butter",0,NA,3139,0
"HS",2012,201205,"May 2012",6,1,1,"Imports",51,"Armenia",643,"Russian Federation",40510,"Dairy produce; derived from milk, butter",0,25,151,0
"HS",2012,201206,"June 2012",6,1,1,"Imports",51,"Armenia",643,"Russian Federation",40510,"Dairy produce; derived from milk, butter",0,5945,35674,0
"HS",2012,201210,"October 2012",6,1,1,"Imports",51,"Armenia",643,"Russian Federation",40510,"Dairy produce; derived from milk, butter",0,35,210,0
"HS",2012,201211,"November 2012",6,1,1,"Imports",51,"Armenia",643,"Russian Federation",40510,"Dairy produce; derived from milk, butter",0,22,198,0
"HS",2012,201208,"August 2012",6,1,1,"Imports",97,"EU-27",643,"Russian Federation",40510,"Dairy produce; derived from milk, butter",0,400,2381,0
"HS",2012,201201,"January 2012",6,1,1,"Imports",112,"Belarus",643,"Russian Federation",40510,"Dairy produce; derived from milk, butter",0,1473,5100,0
"HS",2012,201202,"February 2012",6,1,1,"Imports",112,"Belarus",643,"Russian Federation",40510,"Dairy produce; derived from milk, butter",0,30751,137900,0
"HS",2012,201203,"March 2012",6,1,1,"Imports",112,"Belarus",643,"Russian Federation",40510,"Dairy produce; derived from milk, butter",0,2472,6900,0
"HS",2012,201204,"April 2012",6,1,1,"Imports",112,"Belarus",643,"Russian Federation",40510,"Dairy produce; derived from milk, butter",0,41770,161700,0
"HS",2012,201205,"May 2012",6,1,1,"Imports",112,"Belarus",643,"Russian Federation",40510,"Dairy produce; derived from milk, butter",0,83031,268600,0
"HS",2012,201206,"June 2012",6,1,1,"Imports",112,"Belarus",643,"Russian Federation",40510,"Dairy produce; derived from milk, butter",0,60211,200400,0
"HS",2012,201207,"July 2012",6,1,1,"Imports",112,"Belarus",643,"Russian Federation",40510,"Dairy produce; derived from milk, butter",0,64733,203500,0
"HS",2012,201208,"August 2012",6,1,1,"Imports",112,"Belarus",643,"Russian Federation",40510,"Dairy produce; derived from milk, butter",0,26882,85300,0
"HS",2012,201209,"September 2012",6,1,1,"Imports",112,"Belarus",643,"Russian Federation",40510,"Dairy produce; derived from milk, butter",0,26447,102600,0
"HS",2012,201210,"October 2012",6,1,1,"Imports",112,"Belarus",643,"Russian Federation",40510,"Dairy produce; derived from milk, butter",0,8234,26600,0
"HS",2012,201211,"November 2012",6,1,1,"Imports",112,"Belarus",643,"Russian Federation",40510,"Dairy produce; derived from milk, butter",0,22338,73400,0
"HS",2012,201212,"December 2012",6,1,1,"Imports",112,"Belarus",643,"Russian Federation",40510,"Dairy produce; derived from milk, butter",0,32997,129300,0
"HS",2012,201208,"August 2012",6,1,1,"Imports",233,"Estonia",643,"Russian Federation",40510,"Dairy produce; derived from milk, butter",0,400,2381,0
"HS",2012,201209,"September 2012",6,1,1,"Imports",268,"Georgia",643,"Russian Federation",40510,"Dairy produce; derived from milk, butter",0,162,941,0
"HS",2012,201210,"October 2012",6,1,1,"Imports",268,"Georgia",643,"Russian Federation",40510,"Dairy produce; derived from milk, butter",0,2048,11815,0
"HS",2012,201211,"November 2012",6,1,1,"Imports",268,"Georgia",643,"Russian Federation",40510,"Dairy produce; derived from milk, butter",0,270,1562,0
"HS",2012,201212,"December 2012",6,1,1,"Imports",268,"Georgia",643,"Russian Federation",40510,"Dairy produce; derived from milk, butter",0,275,1643,0
"HS",2012,201201,"January 2012",6,1,1,"Imports",398,"Kazakhstan",643,"Russian Federation",40510,"Dairy produce; derived from milk, butter",0,78400,238470,0
"HS",2012,201202,"February 2012",6,1,1,"Imports",398,"Kazakhstan",643,"Russian Federation",40510,"Dairy produce; derived from milk, butter",0,136700,461430,0
"HS",2012,201203,"March 2012",6,1,1,"Imports",398,"Kazakhstan",643,"Russian Federation",40510,"Dairy produce; derived from milk, butter",0,177000,550860,0
"HS",2012,201204,"April 2012",6,1,1,"Imports",398,"Kazakhstan",643,"Russian Federation",40510,"Dairy produce; derived from milk, butter",0,74100,277890,0
"HS",2012,201205,"May 2012",6,1,1,"Imports",398,"Kazakhstan",643,"Russian Federation",40510,"Dairy produce; derived from milk, butter",0,59400,191690,0
"HS",2012,201206,"June 2012",6,1,1,"Imports",398,"Kazakhstan",643,"Russian Federation",40510,"Dairy produce; derived from milk, butter",0,78500,207720,0
"HS",2012,201207,"July 2012",6,1,1,"Imports",398,"Kazakhstan",643,"Russian Federation",40510,"Dairy produce; derived from milk, butter",0,53100,171590,0
"HS",2012,201208,"August 2012",6,1,1,"Imports",398,"Kazakhstan",643,"Russian Federation",40510,"Dairy produce; derived from milk, butter",0,113700,346490,0
"HS",2012,201209,"September 2012",6,1,1,"Imports",398,"Kazakhstan",643,"Russian Federation",40510,"Dairy produce; derived from milk, butter",0,142500,417280,0
"HS",2012,201210,"October 2012",6,1,1,"Imports",398,"Kazakhstan",643,"Russian Federation",40510,"Dairy produce; derived from milk, butter",0,77100,361070,0
"HS",2012,201211,"November 2012",6,1,1,"Imports",398,"Kazakhstan",643,"Russian Federation",40510,"Dairy produce; derived from milk, butter",0,223700,673350,0
"HS",2012,201212,"December 2012",6,1,1,"Imports",398,"Kazakhstan",643,"Russian Federation",40510,"Dairy produce; derived from milk, butter",0,156400,615090,0
"HS",2012,201201,"January 2012",6,1,1,"Imports",417,"Kyrgyzstan",643,"Russian Federation",40510,"Dairy produce; derived from milk, butter",0,19600,31771,0
"HS",2012,201202,"February 2012",6,1,1,"Imports",417,"Kyrgyzstan",643,"Russian Federation",40510,"Dairy produce; derived from milk, butter",0,19600,31771,0
"HS",2012,201203,"March 2012",6,1,1,"Imports",417,"Kyrgyzstan",643,"Russian Federation",40510,"Dairy produce; derived from milk, butter",0,19600,31771,0
"HS",2012,201206,"June 2012",6,1,1,"Imports",417,"Kyrgyzstan",643,"Russian Federation",40510,"Dairy produce; derived from milk, butter",0,19600,31771,0
"HS",2012,201212,"December 2012",6,1,1,"Imports",804,"Ukraine",643,"Russian Federation",40510,"Dairy produce; derived from milk, butter",0,9376,60557,0
"HS",2012,201203,"March 2012",6,1,1,"Imports",842,"United States of America",643,"Russian Federation",40510,"Dairy produce; derived from milk, butter",0,1040,6376,0
"HS",2012,201205,"May 2012",6,1,1,"Imports",842,"United States of America",643,"Russian Federation",40510,"Dairy produce; derived from milk, butter",0,1740,9975,0
"HS",2012,201207,"July 2012",6,1,1,"Imports",842,"United States of America",643,"Russian Federation",40510,"Dairy produce; derived from milk, butter",0,320,2798,0
"HS",2013,201301,"January 2013",6,1,1,"Imports",31,"Azerbaijan",643,"Russian Federation",40510,"Dairy produce; derived from milk, butter",0,94000,113524,0
"HS",2013,201302,"February 2013",6,1,1,"Imports",31,"Azerbaijan",643,"Russian Federation",40510,"Dairy produce; derived from milk, butter",0,78000,36846,0
"HS",2013,201303,"March 2013",6,1,1,"Imports",31,"Azerbaijan",643,"Russian Federation",40510,"Dairy produce; derived from milk, butter",0,39000,17992,0
"HS",2013,201304,"April 2013",6,1,1,"Imports",31,"Azerbaijan",643,"Russian Federation",40510,"Dairy produce; derived from milk, butter",0,38998,17587,0
"HS",2013,201305,"May 2013",6,1,1,"Imports",31,"Azerbaijan",643,"Russian Federation",40510,"Dairy produce; derived from milk, butter",0,98500,235381,0
"HS",2013,201306,"June 2013",6,1,1,"Imports",31,"Azerbaijan",643,"Russian Federation",40510,"Dairy produce; derived from milk, butter",0,80000,416219,0
"HS",2013,201307,"July 2013",6,1,1,"Imports",31,"Azerbaijan",643,"Russian Federation",40510,"Dairy produce; derived from milk, butter",0,80000,401037,0
"HS",2013,201308,"August 2013",6,1,1,"Imports",31,"Azerbaijan",643,"Russian Federation",40510,"Dairy produce; derived from milk, butter",0,79000,228180,0
"HS",2013,201309,"September 2013",6,1,1,"Imports",31,"Azerbaijan",643,"Russian Federation",40510,"Dairy produce; derived from milk, butter",0,138497,447471,0
"HS",2013,201310,"October 2013",6,1,1,"Imports",31,"Azerbaijan",643,"Russian Federation",40510,"Dairy produce; derived from milk, butter",0,119000,450287,0
"HS",2013,201302,"February 2013",6,1,1,"Imports",51,"Armenia",643,"Russian Federation",40510,"Dairy produce; derived from milk, butter",0,50,387,0
"HS",2013,201303,"March 2013",6,1,1,"Imports",51,"Armenia",643,"Russian Federation",40510,"Dairy produce; derived from milk, butter",0,642,3963,0
"HS",2013,201304,"April 2013",6,1,1,"Imports",51,"Armenia",643,"Russian Federation",40510,"Dairy produce; derived from milk, butter",0,106,659,0
"HS",2013,201305,"May 2013",6,1,1,"Imports",51,"Armenia",643,"Russian Federation",40510,"Dairy produce; derived from milk, butter",0,148,1031,0
"HS",2013,201310,"October 2013",6,1,1,"Imports",51,"Armenia",643,"Russian Federation",40510,"Dairy produce; derived from milk, butter",0,18,127,0
"HS",2013,201311,"November 2013",6,1,1,"Imports",51,"Armenia",643,"Russian Federation",40510,"Dairy produce; derived from milk, butter",0,53,414,0
"HS",2013,201312,"December 2013",6,1,1,"Imports",51,"Armenia",643,"Russian Federation",40510,"Dairy produce; derived from milk, butter",0,35,277,0
"HS",2013,201301,"January 2013",6,1,1,"Imports",97,"EU-27",643,"Russian Federation",40510,"Dairy produce; derived from milk, butter",0,NA,146,0
"HS",2013,201302,"February 2013",6,1,1,"Imports",97,"EU-27",643,"Russian Federation",40510,"Dairy produce; derived from milk, butter",0,NA,80,0
"HS",2013,201310,"October 2013",6,1,1,"Imports",97,"EU-27",643,"Russian Federation",40510,"Dairy produce; derived from milk, butter",0,25500,142337,0
"HS",2013,201301,"January 2013",6,1,1,"Imports",112,"Belarus",643,"Russian Federation",40510,"Dairy produce; derived from milk, butter",0,1853,6400,0
"HS",2013,201302,"February 2013",6,1,1,"Imports",112,"Belarus",643,"Russian Federation",40510,"Dairy produce; derived from milk, butter",0,27384,112000,0
"HS",2013,201303,"March 2013",6,1,1,"Imports",112,"Belarus",643,"Russian Federation",40510,"Dairy produce; derived from milk, butter",0,28869,111900,0
"HS",2013,201304,"April 2013",6,1,1,"Imports",112,"Belarus",643,"Russian Federation",40510,"Dairy produce; derived from milk, butter",0,15133,65600,0
"HS",2013,201305,"May 2013",6,1,1,"Imports",112,"Belarus",643,"Russian Federation",40510,"Dairy produce; derived from milk, butter",0,55105,252500,0
"HS",2013,201306,"June 2013",6,1,1,"Imports",112,"Belarus",643,"Russian Federation",40510,"Dairy produce; derived from milk, butter",0,6186,18100,0
"HS",2013,201307,"July 2013",6,1,1,"Imports",112,"Belarus",643,"Russian Federation",40510,"Dairy produce; derived from milk, butter",0,44488,246000,0
"HS",2013,201308,"August 2013",6,1,1,"Imports",112,"Belarus",643,"Russian Federation",40510,"Dairy produce; derived from milk, butter",0,9329,24800,0
"HS",2013,201309,"September 2013",6,1,1,"Imports",112,"Belarus",643,"Russian Federation",40510,"Dairy produce; derived from milk, butter",0,11705,29400,0
"HS",2013,201310,"October 2013",6,1,1,"Imports",112,"Belarus",643,"Russian Federation",40510,"Dairy produce; derived from milk, butter",0,28151,152700,0
"HS",2013,201311,"November 2013",6,1,1,"Imports",112,"Belarus",643,"Russian Federation",40510,"Dairy produce; derived from milk, butter",0,20893,86400,0
"HS",2013,201312,"December 2013",6,1,1,"Imports",112,"Belarus",643,"Russian Federation",40510,"Dairy produce; derived from milk, butter",0,24151,110100,0
"HS",2013,201302,"February 2013",6,1,1,"Imports",268,"Georgia",643,"Russian Federation",40510,"Dairy produce; derived from milk, butter",0,1,6,0
"HS",2013,201303,"March 2013",6,1,1,"Imports",268,"Georgia",643,"Russian Federation",40510,"Dairy produce; derived from milk, butter",0,540,3114,0
"HS",2013,201305,"May 2013",6,1,1,"Imports",268,"Georgia",643,"Russian Federation",40510,"Dairy produce; derived from milk, butter",0,270,1610,0
"HS",2013,201307,"July 2013",6,1,1,"Imports",268,"Georgia",643,"Russian Federation",40510,"Dairy produce; derived from milk, butter",0,198,1874,0
"HS",2013,201308,"August 2013",6,1,1,"Imports",268,"Georgia",643,"Russian Federation",40510,"Dairy produce; derived from milk, butter",0,583,3727,0
"HS",2013,201309,"September 2013",6,1,1,"Imports",268,"Georgia",643,"Russian Federation",40510,"Dairy produce; derived from milk, butter",0,1744,10471,0
"HS",2013,201311,"November 2013",6,1,1,"Imports",268,"Georgia",643,"Russian Federation",40510,"Dairy produce; derived from milk, butter",0,7460,45635,0
"HS",2013,201312,"December 2013",6,1,1,"Imports",268,"Georgia",643,"Russian Federation",40510,"Dairy produce; derived from milk, butter",0,1,17,0
"HS",2013,201301,"January 2013",6,1,1,"Imports",276,"Germany",643,"Russian Federation",40510,"Dairy produce; derived from milk, butter",0,NA,146,0
"HS",2013,201302,"February 2013",6,1,1,"Imports",276,"Germany",643,"Russian Federation",40510,"Dairy produce; derived from milk, butter",0,NA,80,0
"HS",2013,201310,"October 2013",6,1,1,"Imports",440,"Lithuania",643,"Russian Federation",40510,"Dairy produce; derived from milk, butter",0,25511,142242,0
"HS",2013,201301,"January 2013",6,1,1,"Imports",643,"Russian Federation",643,"Russian Federation",40510,"Dairy produce; derived from milk, butter",0,20000,89632,0
"HS",2013,201302,"February 2013",6,1,1,"Imports",643,"Russian Federation",643,"Russian Federation",40510,"Dairy produce; derived from milk, butter",0,80300,344190,0
"HS",2013,201303,"March 2013",6,1,1,"Imports",643,"Russian Federation",643,"Russian Federation",40510,"Dairy produce; derived from milk, butter",0,18920,80814,0
"HS",2013,201305,"May 2013",6,1,1,"Imports",643,"Russian Federation",643,"Russian Federation",40510,"Dairy produce; derived from milk, butter",0,2800,13557,0
"HS",2013,201309,"September 2013",6,1,1,"Imports",643,"Russian Federation",643,"Russian Federation",40510,"Dairy produce; derived from milk, butter",0,5000,28768,0
"HS",2013,201310,"October 2013",6,1,1,"Imports",643,"Russian Federation",643,"Russian Federation",40510,"Dairy produce; derived from milk, butter",0,40000,274875,0
"HS",2013,201311,"November 2013",6,1,1,"Imports",643,"Russian Federation",643,"Russian Federation",40510,"Dairy produce; derived from milk, butter",0,60000,399016,0
"HS",2013,201312,"December 2013",6,1,1,"Imports",643,"Russian Federation",643,"Russian Federation",40510,"Dairy produce; derived from milk, butter",0,3176,21259,0
"HS",2013,201301,"January 2013",6,1,1,"Imports",804,"Ukraine",643,"Russian Federation",40510,"Dairy produce; derived from milk, butter",0,7040,44497,0
"HS",2014,201411,"November 2014",6,1,1,"Imports",51,"Armenia",643,"Russian Federation",40510,"Dairy produce; derived from milk, butter",0,189,1135,0
"HS",2014,201401,"January 2014",6,1,1,"Imports",97,"EU-27",643,"Russian Federation",40510,"Dairy produce; derived from milk, butter",0,NA,95,0
"HS",2014,201408,"August 2014",6,1,1,"Imports",97,"EU-27",643,"Russian Federation",40510,"Dairy produce; derived from milk, butter",0,200,1438,0
"HS",2014,201401,"January 2014",6,1,1,"Imports",112,"Belarus",643,"Russian Federation",40510,"Dairy produce; derived from milk, butter",0,31229,160000,0
"HS",2014,201402,"February 2014",6,1,1,"Imports",112,"Belarus",643,"Russian Federation",40510,"Dairy produce; derived from milk, butter",0,17293,51600,0
"HS",2014,201403,"March 2014",6,1,1,"Imports",112,"Belarus",643,"Russian Federation",40510,"Dairy produce; derived from milk, butter",0,46222,253300,0
"HS",2014,201404,"April 2014",6,1,1,"Imports",112,"Belarus",643,"Russian Federation",40510,"Dairy produce; derived from milk, butter",0,50453,250600,0
"HS",2014,201405,"May 2014",6,1,1,"Imports",112,"Belarus",643,"Russian Federation",40510,"Dairy produce; derived from milk, butter",0,45177,216400,0
"HS",2014,201406,"June 2014",6,1,1,"Imports",112,"Belarus",643,"Russian Federation",40510,"Dairy produce; derived from milk, butter",0,27841,142100,0
"HS",2014,201407,"July 2014",6,1,1,"Imports",112,"Belarus",643,"Russian Federation",40510,"Dairy produce; derived from milk, butter",0,10902,35900,0
"HS",2014,201408,"August 2014",6,1,1,"Imports",112,"Belarus",643,"Russian Federation",40510,"Dairy produce; derived from milk, butter",0,54461,228500,0
"HS",2014,201409,"September 2014",6,1,1,"Imports",112,"Belarus",643,"Russian Federation",40510,"Dairy produce; derived from milk, butter",0,57720,233200,0
"HS",2014,201410,"October 2014",6,1,1,"Imports",112,"Belarus",643,"Russian Federation",40510,"Dairy produce; derived from milk, butter",0,8291,16300,0
"HS",2014,201411,"November 2014",6,1,1,"Imports",112,"Belarus",643,"Russian Federation",40510,"Dairy produce; derived from milk, butter",0,87287,340900,0
"HS",2014,201412,"December 2014",6,1,1,"Imports",112,"Belarus",643,"Russian Federation",40510,"Dairy produce; derived from milk, butter",0,56510,133600,0
"HS",2014,201401,"January 2014",6,1,1,"Imports",268,"Georgia",643,"Russian Federation",40510,"Dairy produce; derived from milk, butter",0,594,3940,0
"HS",2014,201403,"March 2014",6,1,1,"Imports",268,"Georgia",643,"Russian Federation",40510,"Dairy produce; derived from milk, butter",0,486,3104,0
"HS",2014,201405,"May 2014",6,1,1,"Imports",268,"Georgia",643,"Russian Federation",40510,"Dairy produce; derived from milk, butter",0,702,4686,0
"HS",2014,201407,"July 2014",6,1,1,"Imports",268,"Georgia",643,"Russian Federation",40510,"Dairy produce; derived from milk, butter",0,162,1057,0
"HS",2014,201410,"October 2014",6,1,1,"Imports",268,"Georgia",643,"Russian Federation",40510,"Dairy produce; derived from milk, butter",0,686,4035,0
"HS",2014,201411,"November 2014",6,1,1,"Imports",268,"Georgia",643,"Russian Federation",40510,"Dairy produce; derived from milk, butter",0,837,4527,0
"HS",2014,201401,"January 2014",6,1,1,"Imports",276,"Germany",643,"Russian Federation",40510,"Dairy produce; derived from milk, butter",0,NA,95,0
"HS",2014,201401,"January 2014",6,1,1,"Imports",398,"Kazakhstan",643,"Russian Federation",40510,"Dairy produce; derived from milk, butter",0,248544,1453732,0
"HS",2014,201402,"February 2014",6,1,1,"Imports",398,"Kazakhstan",643,"Russian Federation",40510,"Dairy produce; derived from milk, butter",0,164211,508961,0
"HS",2014,201403,"March 2014",6,1,1,"Imports",398,"Kazakhstan",643,"Russian Federation",40510,"Dairy produce; derived from milk, butter",0,98072,387603,0
"HS",2014,201404,"April 2014",6,1,1,"Imports",398,"Kazakhstan",643,"Russian Federation",40510,"Dairy produce; derived from milk, butter",0,122458,444812,0
"HS",2014,201405,"May 2014",6,1,1,"Imports",398,"Kazakhstan",643,"Russian Federation",40510,"Dairy produce; derived from milk, butter",0,180192,844024,0
"HS",2014,201406,"June 2014",6,1,1,"Imports",398,"Kazakhstan",643,"Russian Federation",40510,"Dairy produce; derived from milk, butter",0,84692,273070,0
"HS",2014,201407,"July 2014",6,1,1,"Imports",398,"Kazakhstan",643,"Russian Federation",40510,"Dairy produce; derived from milk, butter",0,28475,140355,0
"HS",2014,201408,"August 2014",6,1,1,"Imports",398,"Kazakhstan",643,"Russian Federation",40510,"Dairy produce; derived from milk, butter",0,62685,245786,0
"HS",2014,201409,"September 2014",6,1,1,"Imports",398,"Kazakhstan",643,"Russian Federation",40510,"Dairy produce; derived from milk, butter",0,68598,250952,0
"HS",2014,201410,"October 2014",6,1,1,"Imports",398,"Kazakhstan",643,"Russian Federation",40510,"Dairy produce; derived from milk, butter",0,52547,145334,0
"HS",2014,201411,"November 2014",6,1,1,"Imports",398,"Kazakhstan",643,"Russian Federation",40510,"Dairy produce; derived from milk, butter",0,53800,210988,0
"HS",2014,201412,"December 2014",6,1,1,"Imports",398,"Kazakhstan",643,"Russian Federation",40510,"Dairy produce; derived from milk, butter",0,97643,339950,0
"HS",2014,201408,"August 2014",6,1,1,"Imports",428,"Latvia",643,"Russian Federation",40510,"Dairy produce; derived from milk, butter",0,210,1438,0
"HS",2014,201403,"March 2014",6,1,1,"Imports",804,"Ukraine",643,"Russian Federation",40510,"Dairy produce; derived from milk, butter",0,28304,124480,0
"HS",2014,201404,"April 2014",6,1,1,"Imports",804,"Ukraine",643,"Russian Federation",40510,"Dairy produce; derived from milk, butter",0,50048,266453,0
"HS",2015,201502,"February 2015",6,1,1,"Imports",51,"Armenia",643,"Russian Federation",40510,"Dairy produce; derived from milk, butter",0,266,1616,0
"HS",2015,201503,"March 2015",6,1,1,"Imports",51,"Armenia",643,"Russian Federation",40510,"Dairy produce; derived from milk, butter",0,5504,21015,0
"HS",2015,201511,"November 2015",6,1,1,"Imports",51,"Armenia",643,"Russian Federation",40510,"Dairy produce; derived from milk, butter",0,518,2635,0
"HS",2015,201512,"December 2015",6,1,1,"Imports",51,"Armenia",643,"Russian Federation",40510,"Dairy produce; derived from milk, butter",0,1648,7272,0
"HS",2015,201501,"January 2015",6,1,1,"Imports",112,"Belarus",643,"Russian Federation",40510,"Dairy produce; derived from milk, butter",0,40907,70400,0
"HS",2015,201502,"February 2015",6,1,1,"Imports",112,"Belarus",643,"Russian Federation",40510,"Dairy produce; derived from milk, butter",0,23260,55600,0
"HS",2015,201503,"March 2015",6,1,1,"Imports",112,"Belarus",643,"Russian Federation",40510,"Dairy produce; derived from milk, butter",0,29408,67700,0
"HS",2015,201504,"April 2015",6,1,1,"Imports",112,"Belarus",643,"Russian Federation",40510,"Dairy produce; derived from milk, butter",0,4515,8500,0
"HS",2015,201505,"May 2015",6,1,1,"Imports",112,"Belarus",643,"Russian Federation",40510,"Dairy produce; derived from milk, butter",0,2615,4900,0
"HS",2015,201506,"June 2015",6,1,1,"Imports",112,"Belarus",643,"Russian Federation",40510,"Dairy produce; derived from milk, butter",0,4551,8200,0
"HS",2015,201507,"July 2015",6,1,1,"Imports",112,"Belarus",643,"Russian Federation",40510,"Dairy produce; derived from milk, butter",0,24473,58300,0
"HS",2015,201508,"August 2015",6,1,1,"Imports",112,"Belarus",643,"Russian Federation",40510,"Dairy produce; derived from milk, butter",0,24530,55200,0
"HS",2015,201509,"September 2015",6,1,1,"Imports",112,"Belarus",643,"Russian Federation",40510,"Dairy produce; derived from milk, butter",0,9760,30000,0
"HS",2015,201510,"October 2015",6,1,1,"Imports",112,"Belarus",643,"Russian Federation",40510,"Dairy produce; derived from milk, butter",0,21030,77900,0
"HS",2015,201511,"November 2015",6,1,1,"Imports",112,"Belarus",643,"Russian Federation",40510,"Dairy produce; derived from milk, butter",0,40957,166400,0
"HS",2015,201512,"December 2015",6,1,1,"Imports",112,"Belarus",643,"Russian Federation",40510,"Dairy produce; derived from milk, butter",0,147478,520300,0
"HS",2015,201501,"January 2015",6,1,1,"Imports",268,"Georgia",643,"Russian Federation",40510,"Dairy produce; derived from milk, butter",0,794,3895,0
